0,-10.48563694,,0,-12.48563667
0.122261533,-10.48563667,,0,-12.47390312
0.216321339,-10.46667115,,0.000148795,-11.37094938
0.310381148,-10.44795761,,0.000193442,-11.35921583
0.432642681,-10.44795761,,0.000250626,-11.34748228
0.52670249,-10.46667115,,0.000323604,-11.33574873
0.620762296,-10.48563694,,0.000416402,-11.32401518
0.78367866,-10.45254164,,0.000533978,-11.31228163
0.905940193,-10.45254164,,0.000682411,-11.30054808
1,-10.44795761,,0.00086912,-11.28881453
0,1e+308,,0.001103125,-11.27708098
0,-10.07976473,,0.001395345,-11.26534743
0.122261533,-10.07976392,,0.001758937,-11.25361388
0.216321339,-10.15005827,,0.002209684,-11.24188033
0.310381148,-10.15526353,,0.002766444,-11.23014678
0.432642681,-10.15526353,,0.003451637,-11.21841323
0.52670249,-10.15005854,,0.004291805,-11.20667968
0.620762296,-10.07976473,,0.005318222,-11.19494613
0.78367866,-10.19327784,,0.006567567,-11.18321258
0.905940193,-10.19327756,,0.008082657,-11.17147903
1,-10.15526353,,0.009913234,-11.15974548
0,1e+308,,0.012116806,-11.14801193
0,-9.930099675,,0.014759531,-11.13627838
0.122261533,-9.930099675,,0.017917135,-11.12454483
0.216321339,-10.0388233,,0.021696712,-11.11281128
0.310381148,-10.15145748,,0.026160604,-11.10107773
0.432642681,-10.15145748,,0.03147691,-11.08934418
0.52670249,-10.03882357,,0.037698761,-11.07761063
0.620762296,-9.930099675,,0.045038527,-11.06587708
0.78367866,-10.01673882,,0.053579466,-11.05414353
0.905940193,-10.01673909,,0.063523944,-11.04240997
1,-10.15145748,,0.075100692,-11.03067642
0,1e+308,,0.08844284,-11.01894287
0,-9.930099131,,0.103803742,-11.00720932
0.122261533,-9.930098859,,0.12142878,-10.99547577
0.216321339,-9.892867428,,0.141561052,-10.98374222
0.310381148,-9.791959727,,0.164476511,-10.97200867
0.432642681,-9.791959455,,0.190460251,-10.96027512
0.52670249,-9.892867428,,0.21981019,-10.94854157
0.620762296,-9.930099131,,0.252855847,-10.93680802
0.78367866,-9.995586591,,0.289878721,-10.92507447
0.905940193,-9.995586319,,0.331237987,-10.91334092
1,-9.791959727,,0.377264161,-10.90160737
0,1e+308,,0.428266531,-10.88987382
0,-9.827668681,,0.484522881,-10.87814027
0.122261533,-9.827668409,,0.54637145,-10.86640672
0.216321339,-9.85121578,,0.614116706,-10.85467317
0.310381148,-9.788285646,,0.68800461,-10.84293962
0.432642681,-9.788285646,,0.768289197,-10.83120607
0.52670249,-9.851216052,,0.855182241,-10.81947252
0.620762296,-9.827668681,,0.948858637,-10.80773897
0.78367866,-9.675951885,,1.049451414,-10.79600542
0.905940193,-9.675951885,,1.15704712,-10.78427187
1,-9.788285646,,1.271723471,-10.77253832
0,1e+308,,1.393391806,-10.76080477
0,-9.827668137,,1.522024126,-10.74907122
0.122261533,-9.827667865,,1.657555506,-10.73733767
0.216321339,-9.698871489,,1.799653342,-10.72560412
0.310381148,-9.734372276,,1.948140387,-10.71387057
0.432642681,-9.734372004,,2.102714813,-10.70213701
0.52670249,-9.698871217,,2.263022446,-10.69040346
0.620762296,-9.827668137,,2.428661302,-10.67866991
0.78367866,-9.626746084,,2.599229128,-10.66693636
0.905940193,-9.626745812,,2.774176285,-10.65520281
1,-9.734372276,,2.953029599,-10.64346926
0,1e+308,,3.135266473,-10.63173571
0,-9.821835105,,3.320356618,-10.62000216
0.122261533,-9.821835105,,3.507772503,-10.60826861
0.216321339,-9.608061116,,3.697020975,-10.59653506
0.310381148,-9.536876409,,3.887576984,-10.58480151
0.432642681,-9.536876137,,4.079043721,-10.57306796
0.52670249,-9.608060844,,4.270982723,-10.56133441
0.620762296,-9.821835105,,4.463042288,-10.54960086
0.78367866,-9.625952056,,4.654892159,-10.53786731
0.905940193,-9.625952056,,4.846342844,-10.52613376
1,-9.536876409,,5.037247627,-10.51440021
0,1e+308,,5.227579514,-10.50266666
0,-9.35760455,,5.417278517,-10.49093311
0.122261533,-9.35760455,,5.606888268,-10.47919956
0.216321339,-9.496232126,,5.799100031,-10.46746601
0.310381148,-9.42968179,,5.993716605,-10.45573246
0.432642681,-9.42968179,,6.192210065,-10.44399891
0.52670249,-9.496232398,,6.39485853,-10.43226536
0.620762296,-9.35760455,,6.598141116,-10.42053181
0.78367866,-9.528808234,,6.802370784,-10.40879826
0.905940193,-9.528807962,,7.007931987,-10.39706471
1,-9.42968179,,7.215115074,-10.38533116
0,1e+308,,7.424361657,-10.37359761
0,-9.357604278,,7.635963122,-10.36186406
0.122261533,-9.357604278,,7.850358485,-10.3501305
0.216321339,-9.403748525,,8.067798031,-10.33839695
0.310381148,-9.418799686,,8.288533451,-10.3266634
0.432642681,-9.418799413,,8.512820989,-10.31492985
0.52670249,-9.403748797,,8.740846328,-10.3031963
0.620762296,-9.357604278,,8.972672161,-10.29146275
0.78367866,-9.430729428,,9.208354491,-10.2797292
0.905940193,-9.430729428,,9.447820136,-10.26799565
1,-9.418799686,,9.6909946,-10.2562621
0,1e+308,,9.937603193,-10.24452855
0,-9.209990686,,10.18739953,-10.232795
0.122261533,-9.209990414,,10.4400345,-10.22106145
0.216321339,-9.279034401,,10.69513548,-10.2093279
0.310381148,-9.338549234,,10.95215925,-10.19759435
0.432642681,-9.338549506,,11.21194314,-10.1858608
0.52670249,-9.279034673,,11.47380609,-10.17412725
0.620762296,-9.209990686,,11.73852674,-10.1623937
0.78367866,-9.376896604,,12.00530153,-10.15066015
0.905940193,-9.376896876,,12.27349993,-10.1389266
1,-9.338549234,,12.54243407,-10.12719305
0,1e+308,,12.80884419,-10.1154595
0,-9.146743812,,13.07451311,-10.10372595
0.122261533,-9.146743539,,13.33878938,-10.0919924
0.216321339,-9.241787187,,13.59848352,-10.08025885
0.310381148,-9.336457223,,13.8534285,-10.0685253
0.432642681,-9.336456951,,14.10310132,-10.05679175
0.52670249,-9.241787187,,14.3466374,-10.0450582
0.620762296,-9.146743812,,14.58358188,-10.03332465
0.78367866,-9.26647281,,14.81358308,-10.0215911
