0,-10.29078602,,0,-12.29078656,,6.36097,0.21742,0
0.122261533,-10.29078656,,0,-12.27906378,,5.90946,0.22915,0.01173
0.216321339,-10.27119382,,0.000162644,-11.17712202,,5.4762,0.24087,0.02345
0.310381148,-10.25169306,,0.000211118,-11.16539924,,5.06249,0.25259,0.03517
0.432642681,-10.2516936,,0.000273105,-11.15367645,,4.66956,0.26432,0.0469
0.52670249,-10.27119627,,0.000352087,-11.14195367,,4.29837,0.27604,0.05862
0.620762296,-10.29078602,,0.000452365,-11.13023088,,3.94968,0.28776,0.07034
0.78367866,-10.25647056,,0.000579223,-11.1185081,,3.62415,0.29948,0.08206
0.905940193,-10.25646811,,0.000739129,-11.10678531,,3.32218,0.31121,0.09379
1,-10.25169306,,0.000939965,-11.09506253,,3.04401,0.32293,0.10551
0,1e+308,,0.001191299,-11.08333974,,2.78981,0.33465,0.11723
0,-9.89191258,,0.001504692,-11.07161696,,2.55959,0.34638,0.12896
0.122261533,-9.891910131,,0.001894053,-11.05989417,,2.35321,0.3581,0.14068
0.216321339,-9.95916878,,0.002376041,-11.04817139,,2.17056,0.36982,0.1524
0.310381148,-9.964152545,,0.002970527,-11.0364486,,2.01133,0.38154,0.16412
0.432642681,-9.964153089,,0.003701097,-11.02472582,,1.87527,0.39327,0.17585
0.52670249,-9.959170141,,0.004595629,-11.01300304,,1.76217,0.40499,0.18757
0.620762296,-9.89191258,,0.00568692,-11.00128025,,1.67145,0.41671,0.19929
0.78367866,-10.00247189,,0.00701337,-10.98955747,,1.6029,0.42843,0.21101
0.905940193,-10.00246835,,0.008619735,-10.97783468,,1.55617,0.44016,0.22274
1,-9.964152545,,0.010557925,-10.9661119,,1.53096,0.45188,0.23446
0,1e+308,,0.01288786,-10.95438911,,1.52701,0.4636,0.24618
0,-9.722648252,,0.015678357,-10.94266633,,1.54411,0.47533,0.25791
0.122261533,-9.722644986,,0.019008059,-10.93094354,,1.58208,0.48705,0.26963
0.216321339,-9.845775136,,0.02298927,-10.91922076,,1.64074,0.49877,0.28135
0.310381148,-9.960313019,,0.027684309,-10.90749797,,1.72,0.51049,0.29307
0.432642681,-9.960313835,,0.033224825,-10.89577519,,1.81984,0.52222,0.3048
0.52670249,-9.845775408,,0.039830156,-10.8840524,,1.94028,0.53394,0.31652
0.620762296,-9.722648252,,0.047487303,-10.87232962,,2.08137,0.54566,0.32824
0.78367866,-9.829599601,,0.056425217,-10.86060683,,2.24332,0.55739,0.33997
0.905940193,-9.829599057,,0.066819057,-10.84888405,,2.42604,0.56911,0.35169
1,-9.960313019,,0.0788606,-10.83716127,,2.62978,0.58083,0.36341
0,1e+308,,0.092758515,-10.82543848,,2.85465,0.59255,0.37513
0,-9.722648252,,0.108772741,-10.8137157,,3.10085,0.60428,0.38686
0.122261533,-9.722644714,,0.127087361,-10.80199291,,3.36843,0.616,0.39858
0.216321339,-9.695723948,,0.147987606,-10.79027013,,3.65755,0.62772,0.4103
0.310381148,-9.601390245,,0.171747785,-10.77854734,,3.96813,0.63944,0.42202
0.432642681,-9.601391062,,0.198679074,-10.76682456,,4.30039,0.65117,0.43375
0.52670249,-9.695726125,,0.229066061,-10.75510177,,4.65416,0.66289,0.44547
0.620762296,-9.722648252,,0.263198349,-10.74337899,,5.0293,0.67461,0.45719
0.78367866,-9.795812859,,0.30141217,-10.7316562,,5.42557,0.68634,0.46892
0.905940193,-9.795813403,,0.34405354,-10.71993342,,5.84262,0.69806,0.48064
1,-9.601390245,,0.391407548,-10.70821063,,6.28002,0.70978,0.49236
0,1e+308,,0.44381271,-10.69648785,,6.73719,0.7215,0.50408
0,-9.640264972,,0.501582424,-10.68476507,,7.21346,0.73323,0.51581
0.122261533,-9.640261162,,0.565017649,-10.67304228,,7.708,0.74495,0.52753
0.216321339,-9.65463231,,0.634401798,-10.6613195,,8.21987,0.75667,0.53925
0.310381148,-9.582188805,,0.709995431,-10.64959671,,8.75002,0.7684,0.55098
0.432642681,-9.582189349,,0.792099489,-10.63787393,,9.29728,0.78012,0.5627
